"File","Sheet","Row","Source","Type","Field","Value","Message"
"dispatch","Sheet1","88","260100079","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000260","Dispatch 260100079 has no matching Sales Order (searched by PBO NCLH30000260, order 251000133, invoice 900000647, chassis MCCJY7PRMSN100620, engine SQRH4J15AGSL60018); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","89","260100080","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000256","Dispatch 260100080 has no matching Sales Order (searched by PBO NCLH30000256, order 251000129, invoice 900000654, chassis MCCJY7PRMSN100621, engine SQRH4J15AGSL60024); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","90","260100081","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000250","Dispatch 260100081 has no matching Sales Order (searched by PBO NCLH30000250, order 251000124, invoice 900000648, chassis MCCJY7PRMSN100624, engine SQRH4J15AGSL60120); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","91","260100082","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000243","Dispatch 260100082 has no matching Sales Order (searched by PBO NCLH30000243, order 251000118, invoice 900000620, chassis MCCJY7PRMSN100626, engine SQRH4J15AGSE60323); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","92","260100083","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000208","Dispatch 260100083 has no matching Sales Order (searched by PBO NCLH30000208, order 251000092, invoice 900000641, chassis MCCJY7PRMSN100628, engine SQRH4J15AGSL60076); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","93","260100084","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000234","Dispatch 260100084 has no matching Sales Order (searched by PBO NCLH30000234, order 251000109, invoice 900000619, chassis MCCJY7PRMSN100630, engine SQRH4J15AGSL60046); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","94","260100085","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000229","Dispatch 260100085 has no matching Sales Order (searched by PBO NCLH30000229, order 251000104, invoice 900000649, chassis MCCJY7PRMSN100642, engine SQRH4J15AGSL60005); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","95","260100086","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000204","Dispatch 260100086 has no matching Sales Order (searched by PBO NCLH30000204, order 251000088, invoice 900000621, chassis MCCJY7PRMSN100644, engine SQRH4J15AGSL60056); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","96","260100087","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000200","Dispatch 260100087 has no matching Sales Order (searched by PBO NCLH30000200, order 251000087, invoice 900000650, chassis MCCJY7PRMSN100646, engine SQRH4J15AGSL60060); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","97","260100088","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000221","Dispatch 260100088 has no matching Sales Order (searched by PBO NCLH30000221, order 251000098, invoice 900000640, chassis MCCJY7PRMSN100647, engine SQRH4J15AGSL60050); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","98","260100089","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000275","Dispatch 260100089 has no matching Sales Order (searched by PBO NCLH30000275, order 251000144, invoice 900000651, chassis MCCJY7PRMSN100650, engine SQRH4J15AGSL60092); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","99","260100090","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000192","Dispatch 260100090 has no matching Sales Order (searched by PBO NCLH30000192, order 251000083, invoice 900000645, chassis MCCJY7PRMSN100653, engine SQRH4J15AGSL60012); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","100","260100091","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000261","Dispatch 260100091 has no matching Sales Order (searched by PBO NCLH30000261, order 251000134, invoice 900000646, chassis MCCJY7PRMSN100654, engine SQRH4J15AGSL60023); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","101","260100092","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000254","Dispatch 260100092 has no matching Sales Order (searched by PBO NCLH30000254, order 251000127, invoice 900000639, chassis MCCJY7PRMSN100655, engine SQRH4J15AGSL60038); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","102","260100093","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000231","Dispatch 260100093 has no matching Sales Order (searched by PBO NCLH30000231, order 251000106, invoice 900000642, chassis MCCJY7PRMSN100656, engine SQRH4J15AGSE60325); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","103","260100094","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000284","Dispatch 260100094 has no matching Sales Order (searched by PBO NCLH30000284, order 251000153, invoice 900000643, chassis MCCJY7PRMSN100657, engine SQRH4J15AGSL60090); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","104","260100095","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000248","Dispatch 260100095 has no matching Sales Order (searched by PBO NCLH30000248, order 251000123, invoice 900000644, chassis MCCJY7PRMSN100658, engine SQRH4J15AGSL60019); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","105","260100096","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000223","Dispatch 260100096 has no matching Sales Order (searched by PBO NCLH30000223, order 251000099, invoice 900000655, chassis MCCJY7PRMTN100664, engine SQRH4J15AGSL60098); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","106","260100097","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000278","Dispatch 260100097 has no matching Sales Order (searched by PBO NCLH30000278, order 251000147, invoice 900000652, chassis MCCJY7PRMTN100666, engine SQRH4J15AGSL60034); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","107","260100098","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000274","Dispatch 260100098 has no matching Sales Order (searched by PBO NCLH30000274, order 251000143, invoice 900000631, chassis MCCJY7PRMTN100669, engine SQRH4J15AGSL60094); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","108","260100099","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000276","Dispatch 260100099 has no matching Sales Order (searched by PBO NCLH30000276, order 251000145, invoice 900000653, chassis MCCJY7PRMTN100697, engine SQRH4J15AGSL60040); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","109","260100139","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000281","Dispatch 260100139 has no matching Sales Order (searched by PBO NCLH30000281, order 251000150, invoice 900000722, chassis MCCJY7PRMTN100742, engine SQRH4J15AGSL60150); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","110","260100019","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000100","Dispatch 260100019 has no matching Sales Order (searched by PBO NCLH30000100, order 251000019, invoice 900000689, chassis MCCJY7PRMSN100168, engine SQRH4J15AGSJ60005); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","111","260100026","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000132","Dispatch 260100026 has no matching Sales Order (searched by PBO NCLH30000132, order 251000038, invoice 900000680, chassis MCCJY7PRMSN100271, engine SQRH4J15AGSJ60280); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","112","260100059","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000171","Dispatch 260100059 has no matching Sales Order (searched by PBO NCLH30000171, order 251000070, invoice 900000688, chassis MCCJY7PRMSN100491, engine SQRH4J15AGSF61231); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","113","260100064","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000175","Dispatch 260100064 has no matching Sales Order (searched by PBO NCLH30000175, order 251000072, invoice 900000681, chassis MCCJY7PRMSN100524, engine SQRH4J15AGSE00595); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","114","260100100","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000573","Dispatch 260100100 has no matching Sales Order (searched by PBO NCLH30000573, order 251100244, invoice 900000740, chassis MCCJY7PRMTN100734, engine SQRH4J15AGSL60136); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","115","260100117","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000148","Dispatch 260100117 has no matching Sales Order (searched by PBO NCLH30000148, order 251000052, invoice 900000676, chassis MCCJY7PRMSN100018, engine SQRH4J15AGSH60192); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","116","260100134","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000131","Dispatch 260100134 has no matching Sales Order (searched by PBO NCLH30000131, order 251000037, invoice 900000674, chassis MCCJY7PRMSN100306, engine SQRH4J15AGSJ60333); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","117","260100101","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000433","Dispatch 260100101 has no matching Sales Order (searched by PBO NCLH30000433, order 251100106, invoice 900000837, chassis MCCJY7PRMTN100834, engine SQRH4J15AGSL60331); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","118","260100102","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000303","Dispatch 260100102 has no matching Sales Order (searched by PBO NCLH30000303, order 251100006, invoice 900000845, chassis MCCJY7PRMTN100864, engine SQRH4J15AGSL60333); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","119","260100104","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000345","Dispatch 260100104 has no matching Sales Order (searched by PBO NCLH30000345, order 251100032, invoice 900000838, chassis MCCJY7PRMTN100874, engine SQRH4J15AGSL60337); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","120","260100107","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000497","Dispatch 260100107 has no matching Sales Order (searched by PBO NCLH30000497, order 251100170, invoice 900000839, chassis MCCJY7PRMTN100892, engine SQRH4J15AGSL60224); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","121","260100108","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000502","Dispatch 260100108 has no matching Sales Order (searched by PBO NCLH30000502, order 251100175, invoice 900000840, chassis MCCJY7PRMTN100896, engine SQRH4J15AGSL60388); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","122","260100140","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000386","Dispatch 260100140 has no matching Sales Order (searched by PBO NCLH30000386, order 251100060, invoice 900000847, chassis MCCJY7PRMTN100908, engine SQRH4J15AGSL60273); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","123","260100103","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000340","Dispatch 260100103 has no matching Sales Order (searched by PBO NCLH30000340, order 251100029, invoice 900000867, chassis MCCJY7PRMTN100872, engine SQRH4J15AGSL60295); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","125","260100106","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000282","Dispatch 260100106 has no matching Sales Order (searched by PBO NCLH30000282, order 251000151, invoice 900000868, chassis MCCJY7PRMTN100884, engine SQRH4J15AGSL60264); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","126","260100141","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000389","Dispatch 260100141 has no matching Sales Order (searched by PBO NCLH30000389, order 251100063, invoice 900000877, chassis MCCJY7PRMTN100930, engine SQRH4J15AGSL60252); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","127","260100142","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000516","Dispatch 260100142 has no matching Sales Order (searched by PBO NCLH30000516, order 251100188, invoice 900000878, chassis MCCJY7PRMTN100931, engine SQRH4J15AGSL60357); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","128","260100021","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000107","Dispatch 260100021 has no matching Sales Order (searched by PBO NCLH30000107, order 251000023, invoice 900000849, chassis MCCJY7PRMSN100215, engine SQRH4J15AGSJ60352); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","129","260100024","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000277","Dispatch 260100024 has no matching Sales Order (searched by PBO NCLH30000277, order 251000146, invoice 900000850, chassis MCCJY7PRMSN100244, engine SQRH4J15AGSJ60356); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","130","260100110","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000207","Dispatch 260100110 has no matching Sales Order (searched by PBO NCLH30000207, order 251000091, invoice 900000991, chassis MCCJY7PRMTN101023, engine SQRH4J15AGSL60447); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","131","260100111","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000173","Dispatch 260100111 has no matching Sales Order (searched by PBO NCLH30000173, order 251000071, invoice 900000982, chassis MCCJY7PRMTN101036, engine SQRH4J15AGSL60445); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","132","260100113","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000170","Dispatch 260100113 has no matching Sales Order (searched by PBO NCLH30000170, order 251000069, invoice 900000984, chassis MCCJY7PRMTN101041, engine SQRH4J15AGSL60489); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","133","260100114","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000181","Dispatch 260100114 has no matching Sales Order (searched by PBO NCLH30000181, order 251000076, invoice 900000981, chassis MCCJY7PRMTN101065, engine SQRH4J15AGSL60493); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","134","260100003","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000078","Dispatch 260100003 has no matching Sales Order (searched by PBO NCLH30000078, order 251000008, invoice 900000942, chassis MCCJY7PRMSN100014, engine SQRH4J15AGSH60210); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","135","260100006","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000072","Dispatch 260100006 has no matching Sales Order (searched by PBO NCLH30000072, order 251000005, invoice 900000941, chassis MCCJY7PRMSN100041, engine SQRH4J15AGSH60207); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","136","260100010","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000094","Dispatch 260100010 has no matching Sales Order (searched by PBO NCLH30000094, order 251000016, invoice 900000943, chassis MCCJY7PRMSN100089, engine SQRH4J15AGSJ60059); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","137","260100068","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000373","Dispatch 260100068 has no matching Sales Order (searched by PBO NCLH30000373, order 251100050, invoice 900000938, chassis MCCJY7PRMSN100548, engine SQRH4J15AGSG60529); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","139","260100109","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000327","Dispatch 260100109 has no matching Sales Order (searched by PBO NCLH30000327, order 251100021, invoice 900001041, chassis MCCJY7PRMTN100957, engine SQRH4J15AGSL60336); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","140","260100112","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000298","Dispatch 260100112 has no matching Sales Order (searched by PBO NCLH30000298, order 251100001, invoice 900001029, chassis MCCJY7PRMTN101038, engine SQRH4J15AGSL60503); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","141","260100115","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000306","Dispatch 260100115 has no matching Sales Order (searched by PBO NCLH30000306, order 251100009, invoice 900001042, chassis MCCJY7PRMTN101081, engine SQRH4J15AGSL60532); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","142","260200023","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000309","Dispatch 260200023 has no matching Sales Order (searched by PBO NCLH30000309, order 251100012, invoice 900001059, chassis MCCJY7PRMTN101139, engine SQRH4J15AGSL60555); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","143","260200024","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000629","Dispatch 260200024 has no matching Sales Order (searched by PBO NCLH30000629, order 251200014, invoice 900001061, chassis MCCJY7PRMTN101016, engine SQRH4J15AGSL60613); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","144","260200026","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000486","Dispatch 260200026 has no matching Sales Order (searched by PBO NCLH30000486, order 251100159, invoice 900001063, chassis MCCJY7PRMTN100972, engine SQRH4J15AGSL60579); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","145","260200028","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000414","Dispatch 260200028 has no matching Sales Order (searched by PBO NCLH30000414, order 251100087, invoice 900001065, chassis MCCJY7PRMTN101012, engine SQRH4J15AGSL60616); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","146","260200041","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000387","Dispatch 260200041 has no matching Sales Order (searched by PBO NCLH30000387, order 251100061, invoice 900001608, chassis MCCJY7PRMSN100546, engine SQRH4J15AGSG60528); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","147","260100116","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000475","Dispatch 260100116 has no matching Sales Order (searched by PBO NCLH30000475, order 251100148, invoice 900001052, chassis MCCJY7PRMTN101126, engine SQRH4J15AGSL60559); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","148","260200025","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000634","Dispatch 260200025 has no matching Sales Order (searched by PBO NCLH30000634, order 251200019, invoice 900001062, chassis MCCJY7PRMTN101015, engine SQRH4J15AGSL60619); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","149","260100001","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000353","Dispatch 260100001 has no matching Sales Order (searched by PBO NCLH30000353, order 251100037, invoice 900001155, chassis MCCJY7PRMTN101098, engine SQRH4J15AGSL60594); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","150","260100143","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000368","Dispatch 260100143 has no matching Sales Order (searched by PBO NCLH30000368, order 251100047, invoice 900001101, chassis MCCJY7PRMTN100823, engine SQRH4J15AGSL60300); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","151","260100144","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000272","Dispatch 260100144 has no matching Sales Order (searched by PBO NCLH30000272, order 251000141, invoice 900001104, chassis MCCJY7PRMTN101167, engine SQRH4J15AGSL60702); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","152","260100145","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000283","Dispatch 260100145 has no matching Sales Order (searched by PBO NCLH30000283, order 251000152, invoice 900001131, chassis MCCJY7PRMSN100386, engine SQRH4J15AGSJ60284); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","153","260100146","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000198","Dispatch 260100146 has no matching Sales Order (searched by PBO NCLH30000198, order 251000086, invoice 900001153, chassis MCCJY7PRMTN101200, engine SQRH4J15AGSL60625); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","154","260100147","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000336","Dispatch 260100147 has no matching Sales Order (searched by PBO NCLH30000336, order 251100027, invoice 900001154, chassis MCCJY7PRMTN101095, engine SQRH4J15AGSL60587); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","155","260100148","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000266","Dispatch 260100148 has no matching Sales Order (searched by PBO NCLH30000266, order 251000138, invoice 900001132, chassis MCCJY7PRMTN101053, engine SQRH4J15AGSL60479); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","156","260100149","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000258","Dispatch 260100149 has no matching Sales Order (searched by PBO NCLH30000258, order 251000131, invoice 900001133, chassis MCCJY7PRMTN101067, engine SQRH4J15AGSL60551); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","157","260100150","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000253","Dispatch 260100150 has no matching Sales Order (searched by PBO NCLH30000253, order 251000126, invoice 900001134, chassis MCCJY7PRMTN101072, engine SQRH4J15AGSL60441); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","158","260100151","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000264","Dispatch 260100151 has no matching Sales Order (searched by PBO NCLH30000264, order 251000137, invoice 900001135, chassis MCCJY7PRMTN101133, engine SQRH4J15AGSL60589); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","159","260100152","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000227","Dispatch 260100152 has no matching Sales Order (searched by PBO NCLH30000227, order 251000102, invoice 900001136, chassis MCCJY7PRMTN101152, engine SQRH4J15AGSL60595); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","160","260100153","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000226","Dispatch 260100153 has no matching Sales Order (searched by PBO NCLH30000226, order 251000101, invoice 900001137, chassis MCCJY7PRMTN101153, engine SQRH4J15AGSL60741); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","161","260100154","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000349","Dispatch 260100154 has no matching Sales Order (searched by PBO NCLH30000349, order 251100035, invoice 900001156, chassis MCCJY7PRMTN101099, engine SQRH4J15AGSL60578); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","162","260100155","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000230","Dispatch 260100155 has no matching Sales Order (searched by PBO NCLH30000230, order 251000105, invoice 900001130, chassis MCCJY7PRMTN101149, engine SQRH4J15AGSL60529); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","163","260100156","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000305","Dispatch 260100156 has no matching Sales Order (searched by PBO NCLH30000305, order 251100008, invoice 900001161, chassis MCCJY7PRMSN100636, engine SQRH4J15AGSL60029); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","164","260100157","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000257","Dispatch 260100157 has no matching Sales Order (searched by PBO NCLH30000257, order 251000130, invoice 900001091, chassis MCCJY7PRMSN100583, engine SQRH4J15AGSF61194); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","165","260100158","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000313","Dispatch 260100158 has no matching Sales Order (searched by PBO NCLH30000313, order 251100014, invoice 900001185, chassis MCCJY7PRMTN101272, engine SQRH4J15AGSL60778); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","166","260100159","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000287","Dispatch 260100159 has no matching Sales Order (searched by PBO NCLH30000287, order 251000156, invoice 900001208, chassis MCCJY7PRMTN101253, engine SQRH4J15AGSL60683); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
