"File","Sheet","Row","Source","Type","Field","Value","Message"
"orderIntake","Sheet1","","","WARNING","sellerName","GENERAL","Seller ""GENERAL"" could not be resolved to an active User or Employee; original sale person was preserved. (1344 rows; sample row 4: ""GENERAL"")"
"orderIntake","Sheet1","101","260100104","FINANCIAL_MISMATCH","onBooking","8389080","Booking payments 8389080 exceed the MSRP total 6889080; source values are preserved for review."
"orderIntake","Sheet1","625","260100645","FINANCIAL_MISMATCH","onBooking","7909081","Booking payments 7909081 exceed the MSRP total 7909080; source values are preserved for review."
"orderIntake","Sheet1","674","260100695","FINANCIAL_MISMATCH","onBooking","7964080","Booking payments 7964080 exceed the MSRP total 7909080; source values are preserved for review."
"orderIntake","Sheet1","952","260200135","FINANCIAL_MISMATCH","onBooking","7909080","Booking payments 7909080 exceed the MSRP total 6889080; source values are preserved for review."
"orderIntake","Sheet1","1020","260200204","FINANCIAL_MISMATCH","onBooking","11192780","Booking payments 11192780 exceed the MSRP total 10765080; source values are preserved for review."
"orderIntake","Sheet1","1155","260300127","FINANCIAL_MISMATCH","onBooking","7955080","Booking payments 7955080 exceed the MSRP total 7909080; source values are preserved for review."
"orderIntake","Sheet1","1240","260500011","FINANCIAL_MISMATCH","onBooking","10765160","Booking payments 10765160 exceed the MSRP total 10765080; source values are preserved for review."
"orderIntake","Sheet1","1350","260700035","WARNING","sellerName","PALVISHA","Seller ""PALVISHA"" could not be resolved to an active User or Employee; original sale person was preserved."
"orderIntake","Sheet1","1353","260700033","WARNING","sellerName","YASIR","Seller ""YASIR"" could not be resolved to an active User or Employee; original sale person was preserved."
"orderIntake","Sheet1","","","WARNING","sellerName","MIRAJ","Seller ""MIRAJ"" could not be resolved to an active User or Employee; original sale person was preserved. (2 rows; sample row 1356: ""MIRAJ"")"
"orderIntake","Sheet1","1360","260700034","WARNING","sellerName","HASEEB","Seller ""HASEEB"" could not be resolved to an active User or Employee; original sale person was preserved."
"orderSales","Sheet1","","","UNMAPPED_COLUMN","SAP Sales Order No.","0100004824","Source column ""SAP Sales Order No."" has data but no safe target mapping. (1287 rows; sample row 3: ""0100004824"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","SAP Customer No.","4010003767","Source column ""SAP Customer No."" has data but no safe target mapping. (1287 rows; sample row 3: ""4010003767"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Tax U/S 153(1)(a) WHT","0","Source column ""Tax U/S 153(1)(a) WHT"" has data but no safe target mapping. (1349 rows; sample row 3: ""0"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","1/5 of GST","0","Source column ""1/5 of GST"" has data but no safe target mapping. (1349 rows; sample row 3: ""0"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Balance Due Date","15-Feb-2026","Source column ""Balance Due Date"" has data but no safe target mapping. (1349 rows; sample row 3: ""15-Feb-2026"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","OEM Remarks","14/Missing-Acknowledgements","Source column ""OEM Remarks"" has data but no safe target mapping. (1154 rows; sample row 3: ""14/Missing-Acknowledgements"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Document Approval Status","Pending","Source column ""Document Approval Status"" has data but no safe target mapping. (1349 rows; sample row 3: ""Pending"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Document Upload Status","UN COMPLETE DOCUMENT","Source column ""Document Upload Status"" has data but no safe target mapping. (1344 rows; sample row 3: ""UN COMPLETE DOCUMENT"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Signed & Stamped PBO","3","Source column ""Signed & Stamped PBO"" has data but no safe target mapping. (1349 rows; sample row 3: ""3"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Partial Amount Pay Order","2","Source column ""Partial Amount Pay Order"" has data but no safe target mapping. (1349 rows; sample row 3: ""2"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Partial Amount Deposit Slip","1","Source column ""Partial Amount Deposit Slip"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Purchase Order","0","Source column ""Purchase Order"" has data but no safe target mapping. (1349 rows; sample row 3: ""0"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","STRN","0","Source column ""STRN"" has data but no safe target mapping. (1349 rows; sample row 3: ""0"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Sales Tax Undertaking","1","Source column ""Sales Tax Undertaking"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Price Ack. Undertaking","1","Source column ""Price Ack. Undertaking"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Balance Amount Pay Order","1","Source column ""Balance Amount Pay Order"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Balance Amount Deposit Slip","1","Source column ""Balance Amount Deposit Slip"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Others","1","Source column ""Others"" has data but no safe target mapping. (1349 rows; sample row 3: ""1"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Document Remarks",",,,wrong attachment,,not readable,,not readable,,,,,,","Source column ""Document Remarks"" has data but no safe target mapping. (233 rows; sample row 3: "",,,wrong attachment,,not readable,,not readable,,,,,,"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","PGI Date","15-Apr-2026","Source column ""PGI Date"" has data but no safe target mapping. (778 rows; sample row 3: ""15-Apr-2026"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Arrival No.","260500096","Source column ""Arrival No."" has data but no safe target mapping. (778 rows; sample row 3: ""260500096"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Arrival Date","13-May-2026","Source column ""Arrival Date"" has data but no safe target mapping. (778 rows; sample row 3: ""13-May-2026"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","PDI Request No.","260500085","Source column ""PDI Request No."" has data but no safe target mapping. (718 rows; sample row 3: ""260500085"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","PDI Request Date","13-May-2026","Source column ""PDI Request Date"" has data but no safe target mapping. (718 rows; sample row 3: ""13-May-2026"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","D.O. No.","260500086","Source column ""D.O. No."" has data but no safe target mapping. (717 rows; sample row 3: ""260500086"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","D.O. Date","13-May-2026","Source column ""D.O. Date"" has data but no safe target mapping. (717 rows; sample row 3: ""13-May-2026"")"
"orderSales","Sheet1","","","WARNING","sellerName","GENERAL","Seller ""GENERAL"" could not be resolved to an active User or Employee; original sale person was preserved. (1344 rows; sample row 3: ""GENERAL"")"
"orderSales","Sheet1","","","UNMAPPED_COLUMN","Administrative Charges","0","Source column ""Administrative Charges"" has data but no safe target mapping. (1343 rows; sample row 4: ""0"")"
"orderSales","Sheet1","94","260100096","FINANCIAL_MISMATCH","payments.2.amountReceived","6409080","Installment 2 repeats an earlier installment (same amount, date and instrument); the duplicate was dropped so the paid amount is not counted twice."
"orderSales","Sheet1","94","260100096","FINANCIAL_MISMATCH","payments.4.amountReceived","1500000","Installment 4 repeats an earlier installment (same amount, date and instrument); the duplicate was dropped so the paid amount is not counted twice."
"orderSales","Sheet1","94","260100096","FINANCIAL_MISMATCH","payments","7909080","Installment sum 7909080 differs from Total Amount Received 15818160; source totals are preserved without inventing a balancing installment."
"orderSales","Sheet1","94","260100096","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -7909080 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","101","260100104","FINANCIAL_MISMATCH","paidAmount","8389080","Paid amount 8389080 exceeds order total 6889080 by 1500000; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","101","260100104","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -1500000 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","587","260100607","FINANCIAL_MISMATCH","payments.3.amountReceived","0","Installment 3 amount is not greater than zero; the installment was skipped."
"orderSales","Sheet1","624","260100645","FINANCIAL_MISMATCH","paidAmount","7909081","Paid amount 7909081 exceeds order total 7909080 by 1; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","624","260100645","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -1 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","673","260100695","FINANCIAL_MISMATCH","paidAmount","7964080","Paid amount 7964080 exceeds order total 7909080 by 55000; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","673","260100695","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -55000 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","951","260200135","FINANCIAL_MISMATCH","paidAmount","7909080","Paid amount 7909080 exceeds order total 6889080 by 1020000; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","951","260200135","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -1020000 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","1019","260200204","FINANCIAL_MISMATCH","paidAmount","11192780","Paid amount 11192780 exceeds order total 10765080 by 427700; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","1019","260200204","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -427700 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","1154","260300127","FINANCIAL_MISMATCH","paidAmount","7955080","Paid amount 7955080 exceeds order total 7909080 by 46000; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","1154","260300127","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -46000 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","","","UNMAPPED_COLUMN","FPM","1 Year","Source column ""FPM"" has data but no safe target mapping. (10 rows; sample row 1157: ""1 Year"")"
"orderSales","Sheet1","1239","260500011","FINANCIAL_MISMATCH","paidAmount","10765160","Paid amount 10765160 exceeds order total 10765080 by 80; source figures were kept and the balance floored at zero."
"orderSales","Sheet1","1239","260500011","FINANCIAL_MISMATCH","balanceAmount","0","Source balance -80 differs from ledger-derived total minus paid (0); the source value is retained only as audit input."
"orderSales","Sheet1","","","FINANCIAL_MISMATCH","payments.2.amountReceived","0","Installment 2 amount is not greater than zero; the installment was skipped. (5 rows; sample row 1295: ""0"")"
"orderSales","Sheet1","","","WARNING","sellerName","MIRAJ","Seller ""MIRAJ"" could not be resolved to an active User or Employee; original sale person was preserved. (2 rows; sample row 1344: ""MIRAJ"")"
"orderSales","Sheet1","1347","260700033","WARNING","sellerName","YASIR","Seller ""YASIR"" could not be resolved to an active User or Employee; original sale person was preserved."
"orderSales","Sheet1","1348","260700034","WARNING","sellerName","HASEEB","Seller ""HASEEB"" could not be resolved to an active User or Employee; original sale person was preserved."
"orderSales","Sheet1","1349","260700035","WARNING","sellerName","PALVISHA","Seller ""PALVISHA"" could not be resolved to an active User or Employee; original sale person was preserved."
"dispatch","Sheet1","","","UNMAPPED_COLUMN","S #","1","Source column ""S #"" has data but no safe target mapping. (1245 rows; sample row 3: ""1"")"
"dispatch","Sheet1","","","UNMAPPED_COLUMN","Batch No.","J7000110","Source column ""Batch No."" has data but no safe target mapping. (1244 rows; sample row 3: ""J7000110"")"
"dispatch","Sheet1","3","260100002","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000610","Dispatch 260100002 has no matching Sales Order (searched by PBO NCLH30000610, order 251100280, invoice 900000160, chassis MCCJY7PRMSN100010, engine SQRH4J15AGSH60194); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","4","260100004","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000080","Dispatch 260100004 has no matching Sales Order (searched by PBO NCLH30000080, order 251000009, invoice 900000142, chassis MCCJY7PRMSN100031, engine SQRH4J15AGSH60182); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","5","260100005","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000279","Dispatch 260100005 has no matching Sales Order (searched by PBO NCLH30000279, order 251000148, invoice 900000156, chassis MCCJY7PRMSN100038, engine SQRH4J15AGSJ60053); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","6","260100009","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000147","Dispatch 260100009 has no matching Sales Order (searched by PBO NCLH30000147, order 251000051, invoice 900000154, chassis MCCJY7PRMSN100060, engine SQRH4J15AGSH60214); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","7","260100013","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000578","Dispatch 260100013 has no matching Sales Order (searched by PBO NCLH30000578, order 251100249, invoice 900000126, chassis MCCJY7PRMSN100131, engine SQRH4J15AGSJ60144); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","8","260100014","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000143","Dispatch 260100014 has no matching Sales Order (searched by PBO NCLH30000143, order 251000047, invoice 900000153, chassis MCCJY7PRMSN100137, engine SQRH4J15AGSJ60150); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","9","260100028","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000144","Dispatch 260100028 has no matching Sales Order (searched by PBO NCLH30000144, order 251000048, invoice 900000173, chassis MCCJY7PRMSN100290, engine SQRH4J15AGSJ60279); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","10","260100029","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000145","Dispatch 260100029 has no matching Sales Order (searched by PBO NCLH30000145, order 251000049, invoice 900000166, chassis MCCJY7PRMSN100293, engine SQRH4J15AGSJ60357); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","11","260100031","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000138","Dispatch 260100031 has no matching Sales Order (searched by PBO NCLH30000138, order 251000042, invoice 900000164, chassis MCCJY7PRMSN100310, engine SQRH4J15AGSJ60201); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","12","260100032","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000141","Dispatch 260100032 has no matching Sales Order (searched by PBO NCLH30000141, order 251000045, invoice 900000165, chassis MCCJY7PRMSN100313, engine SQRH4J15AGSJ60330); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","13","260100033","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000146","Dispatch 260100033 has no matching Sales Order (searched by PBO NCLH30000146, order 251000050, invoice 900000188, chassis MCCJY7PRMSN100314, engine SQRH4J15AGSJ60331); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","14","260100035","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000140","Dispatch 260100035 has no matching Sales Order (searched by PBO NCLH30000140, order 251000044, invoice 900000187, chassis MCCJY7PRMSN100351, engine SQRH4J15AGSJ60344); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","15","260100036","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000392","Dispatch 260100036 has no matching Sales Order (searched by PBO NCLH30000392, order 251100066, invoice 900000177, chassis MCCJY7PRMSN100368, engine SQRH4J15AGSF61235); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","16","260100037","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000157","Dispatch 260100037 has no matching Sales Order (searched by PBO NCLH30000157, order 251000059, invoice 900000163, chassis MCCJY7PRMSN100375, engine SQRH4J15AGSJ60181); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","17","260100039","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000153","Dispatch 260100039 has no matching Sales Order (searched by PBO NCLH30000153, order 251000057, invoice 900000167, chassis MCCJY7PRMSN100382, engine SQRH4J15AGSJ60301); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","18","260100040","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000149","Dispatch 260100040 has no matching Sales Order (searched by PBO NCLH30000149, order 251000053, invoice 900000189, chassis MCCJY7PRMSN100385, engine SQRH4J15AGSJ60210); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","19","260100042","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000160","Dispatch 260100042 has no matching Sales Order (searched by PBO NCLH30000160, order 251000061, invoice 900000213, chassis MCCJY7PRMSN100391, engine SQRH4J15AGSJ60223); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","20","260100043","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000150","Dispatch 260100043 has no matching Sales Order (searched by PBO NCLH30000150, order 251000054, invoice 900000190, chassis MCCJY7PRMSN100394, engine SQRH4J15AGSJ60208); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","21","260100045","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000155","Dispatch 260100045 has no matching Sales Order (searched by PBO NCLH30000155, order 251000058, invoice 900000162, chassis MCCJY7PRMSN100400, engine SQRH4J15AGSJ60227); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","22","260100051","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000412","Dispatch 260100051 has no matching Sales Order (searched by PBO NCLH30000412, order 251100085, invoice 900000197, chassis MCCJY7PRMSN100441, engine SQRH4J15AGSF61201); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","23","260100053","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000449","Dispatch 260100053 has no matching Sales Order (searched by PBO NCLH30000449, order 251100122, invoice 900000200, chassis MCCJY7PRMSN100446, engine SQRH4J15AGSJ60219); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","24","260100135","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000400","Dispatch 260100135 has no matching Sales Order (searched by PBO NCLH30000400, order 251100073, invoice 900000176, chassis MCCJY7PRMSN100392, engine SQRH4J15AGSG60592); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","25","260100016","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000236","Dispatch 260100016 has no matching Sales Order (searched by PBO NCLH30000236, order 251000111, invoice 900000215, chassis MCCJY7PRMSN100144, engine SQRH4J15AGSJ60172); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","26","260100057","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000259","Dispatch 260100057 has no matching Sales Order (searched by PBO NCLH30000259, order 251000132, invoice 900000214, chassis MCCJY7PRMSN100484, engine SQRH4J15AGSF61250); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","27","260100008","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000130","Dispatch 260100008 has no matching Sales Order (searched by PBO NCLH30000130, order 251000036, invoice 900000228, chassis MCCJY7PRMSN100055, engine SQRH4J15AGSH60174); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","28","260100015","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000092","Dispatch 260100015 has no matching Sales Order (searched by PBO NCLH30000092, order 251000015, invoice 900000225, chassis MCCJY7PRMSN100143, engine SQRH4J15AGSJ60141); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","29","260100023","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000109","Dispatch 260100023 has no matching Sales Order (searched by PBO NCLH30000109, order 251000024, invoice 900000229, chassis MCCJY7PRMSN100242, engine SQRH4J15AGSJ60157); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","30","260100025","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000121","Dispatch 260100025 has no matching Sales Order (searched by PBO NCLH30000121, order 251000030, invoice 900000244, chassis MCCJY7PRMSN100249, engine SQRH4J15AGSJ60281); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","31","260100018","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000111","Dispatch 260100018 has no matching Sales Order (searched by PBO NCLH30000111, order 251000025, invoice 900000269, chassis MCCJY7PRMSN100159, engine SQRH4J15AGSJ60052); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","32","260100022","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000118","Dispatch 260100022 has no matching Sales Order (searched by PBO NCLH30000118, order 251000028, invoice 900000270, chassis MCCJY7PRMSN100218, engine SQRH4J15AGSJ60161); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","33","260100047","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000182","Dispatch 260100047 has no matching Sales Order (searched by PBO NCLH30000182, order 251000077, invoice 900000388, chassis MCCJY7PRMSN100415, engine SQRH4J15AGSJ60274); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","34","260100048","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000467","Dispatch 260100048 has no matching Sales Order (searched by PBO NCLH30000467, order 251100140, invoice 900000252, chassis MCCJY7PRMSN100418, engine SQRH4J15AGSG60572); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","35","260100049","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000186","Dispatch 260100049 has no matching Sales Order (searched by PBO NCLH30000186, order 251000080, invoice 900000387, chassis MCCJY7PRMSN100428, engine SQRH4J15AGSJ60271); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","36","260100050","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000188","Dispatch 260100050 has no matching Sales Order (searched by PBO NCLH30000188, order 251000081, invoice 900000381, chassis MCCJY7PRMSN100435, engine SQRH4J15AGSJ60267); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","37","260100055","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000401","Dispatch 260100055 has no matching Sales Order (searched by PBO NCLH30000401, order 251100074, invoice 900000365, chassis MCCJY7PRMSN100459, engine SQRH4J15AGSF61200); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","38","260100056","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000342","Dispatch 260100056 has no matching Sales Order (searched by PBO NCLH30000342, order 251100030, invoice 900000282, chassis MCCJY7PRMSN100476, engine SQRH4J15AGSF61126); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","39","260100060","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000167","Dispatch 260100060 has no matching Sales Order (searched by PBO NCLH30000167, order 251000066, invoice 900000416, chassis MCCJY7PRMSN100496, engine SQRH4J15AGSF61218); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","40","260100118","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000480","Dispatch 260100118 has no matching Sales Order (searched by PBO NCLH30000480, order 251100153, invoice 900000289, chassis MCCJY7PRMSN100049, engine SQRH4J15AGSH60195); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","41","260100119","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000335","Dispatch 260100119 has no matching Sales Order (searched by PBO NCLH30000335, order 251100026, invoice 900000354, chassis MCCJY7PRMSN100059, engine SQRH4J15AGSH60200); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","42","260100120","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000351","Dispatch 260100120 has no matching Sales Order (searched by PBO NCLH30000351, order 251100036, invoice 900000355, chassis MCCJY7PRMSN100074, engine SQRH4J15AGSJ60069); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","43","260100122","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000090","Dispatch 260100122 has no matching Sales Order (searched by PBO NCLH30000090, order 251000014, invoice 900000329, chassis MCCJY7PRMSN100102, engine SQRH4J15AGSJ60134); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","44","260100125","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000096","Dispatch 260100125 has no matching Sales Order (searched by PBO NCLH30000096, order 251000017, invoice 900000316, chassis MCCJY7PRMSN100155, engine SQRH4J15AGSJ60046); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","45","260100127","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000159","Dispatch 260100127 has no matching Sales Order (searched by PBO NCLH30000159, order 251000060, invoice 900000334, chassis MCCJY7PRMSN100185, engine SQRH4J15AGSJ60016); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","46","260100128","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000124","Dispatch 260100128 has no matching Sales Order (searched by PBO NCLH30000124, order 251000032, invoice 900000312, chassis MCCJY7PRMSN100207, engine SQRH4J15AGSJ60001); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
"dispatch","Sheet1","47","260100129","DISPATCH_WITHOUT_SALES_ORDER","pboNo","NCLH30000088","Dispatch 260100129 has no matching Sales Order (searched by PBO NCLH30000088, order 251000013, invoice 900000332, chassis MCCJY7PRMSN100209, engine SQRH4J15AGSJ60010); it will be imported as a stock dispatch against the physical vehicle only — no Customer, Booking, Sales Order or Seller will be created."
